club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country
Chelsea FC,Ulises Dávila,20.0,Attacking Midfield,Chivas,€2.00m,in,Summer,2.0,Premier League,2011,2011/2012,England
Newcastle United,Davide Santon,20.0,Right-Back,Inter,€5.65m,in,Summer,5.65,Premier League,2011,2011/2012,England
Newcastle United,Yohan Cabaye,25.0,Central Midfield,LOSC Lille,€5.00m,in,Summer,5.0,Premier League,2011,2011/2012,England
Newcastle United,Gabriel Obertan,22.0,Attacking Midfield,Man Utd,€3.40m,in,Summer,3.4,Premier League,2011,2011/2012,England
Newcastle United,Demba Ba,26.0,Centre-Forward,West Ham,€800Th.,in,Summer,0.8,Premier League,2011,2011/2012,England
Newcastle United,Rob Elliot,25.0,Goalkeeper,Charlton,€150Th.,in,Summer,0.15,Premier League,2011,2011/2012,England
Fulham FC,Bryan Ruiz,26.0,Attacking Midfield,Twente FC,€12.00m,in,Summer,12.0,Premier League,2011,2011/2012,England
Fulham FC,John Arne Riise,30.0,Left-Back,AS Roma,€2.63m,in,Summer,2.63,Premier League,2011,2011/2012,England
Fulham FC,Pajtim Kasami,19.0,Central Midfield,US Palermo,€1.60m,in,Summer,1.6,Premier League,2011,2011/2012,England
Fulham FC,Marcel Gecov,23.0,Central Midfield,Slovan Liberec,€800Th.,in,Summer,0.8,Premier League,2011,2011/2012,England
West Bromwich Albion,Shane Long,24.0,Centre-Forward,Reading,€5.10m,in,Summer,5.1,Premier League,2011,2011/2012,England
West Bromwich Albion,Ben Foster,28.0,Goalkeeper,Birmingham,Loan fee:€1.10m,in,Summer,1.1,Premier League,2011,2011/2012,England
Manchester United,David de Gea,20.0,Goalkeeper,Atlético Madrid,€25.00m,in,Summer,25.0,Premier League,2011,2011/2012,England
Manchester United,Phil Jones,19.0,Centre-Back,Blackburn,€19.30m,in,Summer,19.3,Premier League,2011,2011/2012,England
Manchester United,Ashley Young,25.0,Left-Back,Aston Villa,€18.00m,in,Summer,18.0,Premier League,2011,2011/2012,England
Queens Park Rangers,Shaun Wright-Phillips,29.0,Right Winger,Man City,€4.50m,in,Summer,4.5,Premier League,2011,2011/2012,England
Queens Park Rangers,DJ Campbell,29.0,Centre-Forward,Blackpool,€2.00m,in,Summer,2.0,Premier League,2011,2011/2012,England
Queens Park Rangers,Armand Traoré,21.0,Left-Back,Arsenal,€1.35m,in,Summer,1.35,Premier League,2011,2011/2012,England
Queens Park Rangers,Anton Ferdinand,26.0,Centre-Back,Sunderland,€1.13m,in,Summer,1.13,Premier League,2011,2011/2012,England
Queens Park Rangers,Luke Young,32.0,Right-Back,Aston Villa,€1.13m,in,Summer,1.13,Premier League,2011,2011/2012,England
Queens Park Rangers,Jason Puncheon,25.0,Central Midfield,Southampton,Loan fee:€225Th.,in,Summer,0.225,Premier League,2011,2011/2012,England
Wigan Athletic,Ali Al-Habsi,29.0,Goalkeeper,Bolton,€4.30m,in,Summer,4.3,Premier League,2011,2011/2012,England
Wigan Athletic,Albert Crusat,29.0,Left Winger,UD Almería,€2.25m,in,Summer,2.25,Premier League,2011,2011/2012,England
Wigan Athletic,Shaun Maloney,28.0,Attacking Midfield,Celtic,€1.13m,in,Summer,1.13,Premier League,2011,2011/2012,England
Norwich City,Steve Morison,27.0,Centre-Forward,Millwall,€3.15m,in,Summer,3.15,Premier League,2011,2011/2012,England
Norwich City,James Vaughan,22.0,Centre-Forward,Everton,€2.30m,in,Summer,2.3,Premier League,2011,2011/2012,England
Norwich City,Anthony Pilkington,23.0,Left Winger,Huddersfield,€2.25m,in,Summer,2.25,Premier League,2011,2011/2012,England
Norwich City,Elliott Bennett,22.0,Right Midfield,Brighton,€1.70m,in,Summer,1.7,Premier League,2011,2011/2012,England
Norwich City,Daniel Ayala,20.0,Centre-Back,Liverpool,€900Th.,in,Summer,0.9,Premier League,2011,2011/2012,England
Wolverhampton Wanderers,Roger Johnson,28.0,Centre-Back,Birmingham,€8.00m,in,Summer,8.0,Premier League,2011,2011/2012,England
Wolverhampton Wanderers,Jamie O'Hara,24.0,Central Midfield,Spurs,€3.75m,in,Summer,3.75,Premier League,2011,2011/2012,England
Stoke City,Peter Crouch,30.0,Centre-Forward,Spurs,€11.30m,in,Summer,11.3,Premier League,2011,2011/2012,England
Stoke City,Wilson Palacios,26.0,Defensive Midfield,Spurs,€9.00m,in,Summer,9.0,Premier League,2011,2011/2012,England
Stoke City,Cameron Jerome,25.0,Centre-Forward,Birmingham,€4.50m,in,Summer,4.5,Premier League,2011,2011/2012,England
Liverpool FC,Stewart Downing,26.0,Left Midfield,Aston Villa,€22.80m,in,Summer,22.8,Premier League,2011,2011/2012,England
Liverpool FC,Jordan Henderson,21.0,Central Midfield,Sunderland,€18.00m,in,Summer,18.0,Premier League,2011,2011/2012,England
Liverpool FC,Charlie Adam,25.0,Central Midfield,Blackpool,€8.40m,in,Summer,8.4,Premier League,2011,2011/2012,England
Liverpool FC,Sebastián Coates,20.0,Centre-Back,Nacional,€8.00m,in,Summer,8.0,Premier League,2011,2011/2012,England
Liverpool FC,José Enrique,25.0,Left-Back,Newcastle,€8.00m,in,Summer,8.0,Premier League,2011,2011/2012,England
Tottenham Hotspur,Scott Parker,30.0,Central Midfield,West Ham,€5.75m,in,Summer,5.75,Premier League,2011,2011/2012,England
Tottenham Hotspur,Emmanuel Adebayor,27.0,Centre-Forward,Man City,Loan fee:€2.25m,in,Summer,2.25,Premier League,2011,2011/2012,England
Blackburn Rovers,Scott Dann,24.0,Centre-Back,Birmingham,€6.80m,in,Summer,6.8,Premier League,2011,2011/2012,England
Blackburn Rovers,David Goodwillie,22.0,Centre-Forward,Dundee United,€3.40m,in,Summer,3.4,Premier League,2011,2011/2012,England
Blackburn Rovers,Radosav Petrovic,22.0,Defensive Midfield,Partizan,€3.30m,in,Summer,3.3,Premier League,2011,2011/2012,England
Blackburn Rovers,Simon Vukcevic,25.0,Right Winger,Sporting CP,€2.30m,in,Summer,2.3,Premier League,2011,2011/2012,England
Blackburn Rovers,Yakubu Aiyegbeni,28.0,Centre-Forward,Everton,€1.70m,in,Summer,1.7,Premier League,2011,2011/2012,England
Blackburn Rovers,Jordan Slew,18.0,Centre-Forward,Sheff Utd,€1.25m,in,Summer,1.25,Premier League,2011,2011/2012,England
Manchester City,Sergio Agüero,23.0,Centre-Forward,Atlético Madrid,€40.00m,in,Summer,40.0,Premier League,2011,2011/2012,England
Manchester City,Samir Nasri,24.0,Attacking Midfield,Arsenal,€27.50m,in,Summer,27.5,Premier League,2011,2011/2012,England
Manchester City,Stefan Savic,20.0,Centre-Back,Partizan,€12.00m,in,Summer,12.0,Premier League,2011,2011/2012,England
Manchester City,Gaël Clichy,25.0,Left-Back,Arsenal,€7.75m,in,Summer,7.75,Premier League,2011,2011/2012,England
Manchester City,Costel Pantilimon,24.0,Goalkeeper,Poli. Timisoara,Loan fee:€500Th.,in,Summer,0.5,Premier League,2011,2011/2012,England
Sunderland AFC,Connor Wickham,18.0,Centre-Forward,Ipswich,€9.00m,in,Summer,9.0,Premier League,2011,2011/2012,England
Sunderland AFC,Craig Gardner,24.0,Central Midfield,Birmingham,€6.60m,in,Summer,6.6,Premier League,2011,2011/2012,England
Sunderland AFC,John O'Shea,30.0,Centre-Back,Man Utd,€4.50m,in,Summer,4.5,Premier League,2011,2011/2012,England
Sunderland AFC,Ahmed Elmohamady,23.0,Right-Back,Enppi SC,€2.50m,in,Summer,2.5,Premier League,2011,2011/2012,England
Sunderland AFC,Dong-won Ji,20.0,Centre-Forward,Chunnam Dragons,€2.40m,in,Summer,2.4,Premier League,2011,2011/2012,England
Sunderland AFC,Wes Brown,31.0,Centre-Back,Man Utd,€1.50m,in,Summer,1.5,Premier League,2011,2011/2012,England
Sunderland AFC,Nicklas Bendtner,23.0,Centre-Forward,Arsenal,Loan fee:€1.00m,in,Summer,1.0,Premier League,2011,2011/2012,England
Sunderland AFC,James McClean,22.0,Left Midfield,Derry City,€420Th.,in,Summer,0.42,Premier League,2011,2011/2012,England
Bolton Wanderers,David N'Gog,22.0,Centre-Forward,Liverpool,€4.50m,in,Summer,4.5,Premier League,2011,2011/2012,England
Bolton Wanderers,Chris Eagles,25.0,Right Winger,Burnley,€1.70m,in,Summer,1.7,Premier League,2011,2011/2012,England
Bolton Wanderers,Tyrone Mears,28.0,Right-Back,Burnley,€1.70m,in,Summer,1.7,Premier League,2011,2011/2012,England
Bolton Wanderers,Tuncay Sanli,29.0,Left Winger,VfL Wolfsburg,Loan fee:€1.00m,in,Summer,1.0,Premier League,2011,2011/2012,England
Aston Villa,Charles N'Zogbia,25.0,Right Winger,Wigan,€10.80m,in,Summer,10.8,Premier League,2011,2011/2012,England
Aston Villa,Alan Hutton,26.0,Right-Back,Spurs,€4.50m,in,Summer,4.5,Premier League,2011,2011/2012,England
Aston Villa,Shay Given,35.0,Goalkeeper,Man City,€3.75m,in,Summer,3.75,Premier League,2011,2011/2012,England
Aston Villa,Jermaine Jenas,28.0,Central Midfield,Spurs,Loan fee:€1.00m,in,Summer,1.0,Premier League,2011,2011/2012,England
Swansea City,Danny Graham,25.0,Centre-Forward,Watford,€3.90m,in,Summer,3.9,Premier League,2011,2011/2012,England
Swansea City,Wayne Routledge,26.0,Left Winger,Newcastle,€3.25m,in,Summer,3.25,Premier League,2011,2011/2012,England
Swansea City,Leroy Lita,26.0,Centre-Forward,Middlesbrough,€2.00m,in,Summer,2.0,Premier League,2011,2011/2012,England
Swansea City,Michel Vorm,27.0,Goalkeeper,FC Utrecht,€1.70m,in,Summer,1.7,Premier League,2011,2011/2012,England
Swansea City,José Moreira,29.0,Goalkeeper,Benfica,€850Th.,in,Summer,0.85,Premier League,2011,2011/2012,England
Swansea City,Darnel Situ,19.0,Centre-Back,Lens,€285Th.,in,Summer,0.285,Premier League,2011,2011/2012,England
Wolverhampton Wanderers,Eggert Gunnthór Jónsson,23.0,Defensive Midfield,Heart of Midl.,€300Th.,in,Winter,0.3,Premier League,2011,2011/2012,England
Swansea City,Gylfi Sigurdsson,22.0,Attacking Midfield,TSG Hoffenheim,Loan fee:€500Th.,in,Winter,0.5,Premier League,2011,2011/2012,England
Swansea City,Curtis Obeng,22.0,Right-Back,Wrexham,€240Th.,in,Winter,0.24,Premier League,2011,2011/2012,England
Swansea City,Rory Donnelly,19.0,Centre-Forward,Cliftonville,€125Th.,in,Winter,0.125,Premier League,2011,2011/2012,England
Norwich City,Ryan Bennett,21.0,Centre-Back,Peterborough,€3.85m,in,Winter,3.85,Premier League,2011,2011/2012,England
Norwich City,Jonathan Howson,23.0,Central Midfield,Leeds,€1.10m,in,Winter,1.1,Premier League,2011,2011/2012,England
Wigan Athletic,Jean Beausejour,27.0,Left-Back,Birmingham,€4.70m,in,Winter,4.7,Premier League,2011,2011/2012,England
Queens Park Rangers,Bobby Zamora,31.0,Centre-Forward,Fulham,€5.80m,in,Winter,5.8,Premier League,2011,2011/2012,England
Queens Park Rangers,Djibril Cissé,30.0,Centre-Forward,Lazio,€5.00m,in,Winter,5.0,Premier League,2011,2011/2012,England
Queens Park Rangers,Nedum Onuoha,25.0,Centre-Back,Man City,€4.70m,in,Winter,4.7,Premier League,2011,2011/2012,England
Queens Park Rangers,Samba Diakité,23.0,Defensive Midfield,AS Nancy,Loan fee:€400Th.,in,Winter,0.4,Premier League,2011,2011/2012,England
West Bromwich Albion,Liam Ridgewell,27.0,Centre-Back,Birmingham,€2.40m,in,Winter,2.4,Premier League,2011,2011/2012,England
West Bromwich Albion,Scott Allan,20.0,Attacking Midfield,Dundee United,€480Th.,in,Winter,0.48,Premier League,2011,2011/2012,England
West Bromwich Albion,Keith Andrews,31.0,Central Midfield,Blackburn,€58Th.,in,Winter,0.058,Premier League,2011,2011/2012,England
Fulham FC,Ryan Williams,18.0,Right Midfield,Portsmouth,€600Th.,in,Winter,0.6,Premier League,2011,2011/2012,England
Fulham FC,Pavel Pogrebnyak,28.0,Centre-Forward,VfB Stuttgart,€500Th.,in,Winter,0.5,Premier League,2011,2011/2012,England
Newcastle United,Papiss Demba Cissé,26.0,Centre-Forward,SC Freiburg,€12.00m,in,Winter,12.0,Premier League,2011,2011/2012,England
Chelsea FC,Gary Cahill,26.0,Centre-Back,Bolton,€8.40m,in,Winter,8.4,Premier League,2011,2011/2012,England
Chelsea FC,Kevin De Bruyne,20.0,Attacking Midfield,KRC Genk,€8.00m,in,Winter,8.0,Premier League,2011,2011/2012,England
Chelsea FC,Lucas Piazon,18.0,Attacking Midfield,São Paulo,€7.50m,in,Winter,7.5,Premier League,2011,2011/2012,England
Chelsea FC,Patrick Bamford,18.0,Centre-Forward,Nottm Forest,€1.80m,in,Winter,1.8,Premier League,2011,2011/2012,England
Arsenal FC,Thomas Eisfeld,19.0,Attacking Midfield,B. Dortmund U19,€750Th.,in,Winter,0.75,Premier League,2011,2011/2012,England
Aston Villa,Enda Stevens,21.0,Left-Back,Shamrock Rovers,€285Th.,in,Winter,0.285,Premier League,2011,2011/2012,England
Bolton Wanderers,Marvin Sordell,20.0,Centre-Forward,Watford,€3.60m,in,Winter,3.6,Premier League,2011,2011/2012,England
Bolton Wanderers,Tim Ream,24.0,Centre-Back,New York RB,€3.10m,in,Winter,3.1,Premier League,2011,2011/2012,England
Manchester City,Costel Pantilimon,24.0,Goalkeeper,Poli. Timisoara,€3.30m,in,Winter,3.3,Premier League,2011,2011/2012,England
Blackburn Rovers,Bradley Orr,29.0,Centre-Back,QPR,€1.80m,in,Winter,1.8,Premier League,2011,2011/2012,England
Tottenham Hotspur,Iago Falque,22.0,Right Winger,Juventus U19,€1.00m,in,Winter,1.0,Premier League,2011,2011/2012,England
Liverpool FC,Danny Ward,18.0,Goalkeeper,Wrexham,€125Th.,in,Winter,0.125,Premier League,2011,2011/2012,England
Everton FC,Nikica Jelavic,26.0,Centre-Forward,Rangers,€6.60m,in,Winter,6.6,Premier League,2011,2011/2012,England
Everton FC,Darron Gibson,24.0,Central Midfield,Man Utd,€600Th.,in,Winter,0.6,Premier League,2011,2011/2012,England
Chelsea FC,Eden Hazard,21.0,Left Winger,LOSC Lille,€35.00m,in,Summer,35.0,Premier League,2012,2012/2013,England
Chelsea FC,Oscar,20.0,Attacking Midfield,Internacional,€32.00m,in,Summer,32.0,Premier League,2012,2012/2013,England
Chelsea FC,Victor Moses,21.0,Right Midfield,Wigan,€11.50m,in,Summer,11.5,Premier League,2012,2012/2013,England
Chelsea FC,César Azpilicueta,22.0,Right-Back,Marseille,€8.80m,in,Summer,8.8,Premier League,2012,2012/2013,England
Chelsea FC,Marko Marin,23.0,Attacking Midfield,Werder Bremen,€8.00m,in,Summer,8.0,Premier League,2012,2012/2013,England
Chelsea FC,Thorgan Hazard,19.0,Left Winger,Lens,€500Th.,in,Summer,0.5,Premier League,2012,2012/2013,England
Swansea City,Pablo Hernández,27.0,Attacking Midfield,Valencia,€7.00m,in,Summer,7.0,Premier League,2012,2012/2013,England
Swansea City,Sung-yueng Ki,23.0,Defensive Midfield,Celtic,€7.00m,in,Summer,7.0,Premier League,2012,2012/2013,England
Swansea City,Michu,26.0,Second Striker,Rayo Vallecano,€2.57m,in,Summer,2.57,Premier League,2012,2012/2013,England
Swansea City,Chico Flores,25.0,Centre-Back,Genoa,€2.50m,in,Summer,2.5,Premier League,2012,2012/2013,England
Swansea City,Kyle Bartley,21.0,Centre-Back,Arsenal U21,€1.30m,in,Summer,1.3,Premier League,2012,2012/2013,England
Swansea City,Itay Shechter,25.0,Centre-Forward,1.FC K'lautern,Loan fee:€100Th.,in,Summer,0.1,Premier League,2012,2012/2013,England
Manchester United,Robin van Persie,29.0,Centre-Forward,Arsenal,€30.70m,in,Summer,30.7,Premier League,2012,2012/2013,England
Manchester United,Shinji Kagawa,23.0,Attacking Midfield,Bor. Dortmund,€16.00m,in,Summer,16.0,Premier League,2012,2012/2013,England
Manchester United,Nick Powell,18.0,Attacking Midfield,Crewe Alexandra,€7.50m,in,Summer,7.5,Premier League,2012,2012/2013,England
Manchester United,Ángelo Henríquez,18.0,Centre-Forward,U. de Chile,€5.50m,in,Summer,5.5,Premier League,2012,2012/2013,England
Manchester United,Alexander Büttner,23.0,Left-Back,Vitesse,€5.00m,in,Summer,5.0,Premier League,2012,2012/2013,England
West Bromwich Albion,Ben Foster,29.0,Goalkeeper,Birmingham,€5.00m,in,Summer,5.0,Premier League,2012,2012/2013,England
Fulham FC,Dimitar Berbatov,31.0,Centre-Forward,Man Utd,€5.00m,in,Summer,5.0,Premier League,2012,2012/2013,England
Fulham FC,Ashkan Dejagah,26.0,Right Winger,VfL Wolfsburg,€2.50m,in,Summer,2.5,Premier League,2012,2012/2013,England
Fulham FC,Kieran Richardson,27.0,Left-Back,Sunderland,€2.50m,in,Summer,2.5,Premier League,2012,2012/2013,England
Newcastle United,Vurnon Anita,23.0,Defensive Midfield,Ajax,€8.50m,in,Summer,8.5,Premier League,2012,2012/2013,England
Newcastle United,Gaël Bigirimana,18.0,Central Midfield,Coventry,€1.25m,in,Summer,1.25,Premier League,2012,2012/2013,England
Newcastle United,Curtis Good,19.0,Centre-Back,Melbourne Heart,€515Th.,in,Summer,0.515,Premier League,2012,2012/2013,England
Arsenal FC,Santi Cazorla,27.0,Central Midfield,Málaga CF,€19.00m,in,Summer,19.0,Premier League,2012,2012/2013,England
Arsenal FC,Lukas Podolski,27.0,Attacking Midfield,1. FC Köln,€15.00m,in,Summer,15.0,Premier League,2012,2012/2013,England
Arsenal FC,Olivier Giroud,25.0,Centre-Forward,Montpellier,€12.00m,in,Summer,12.0,Premier League,2012,2012/2013,England
Aston Villa,Christian Benteke,21.0,Centre-Forward,KRC Genk,€8.80m,in,Summer,8.8,Premier League,2012,2012/2013,England
Aston Villa,Ron Vlaar,27.0,Centre-Back,Feyenoord,€3.80m,in,Summer,3.8,Premier League,2012,2012/2013,England
Aston Villa,Matthew Lowton,23.0,Right-Back,Sheff Utd,€3.75m,in,Summer,3.75,Premier League,2012,2012/2013,England
Aston Villa,Joe Bennett,22.0,Left-Back,Middlesbrough,€3.15m,in,Summer,3.15,Premier League,2012,2012/2013,England
Aston Villa,Karim El Ahmadi,27.0,Defensive Midfield,Feyenoord,€2.80m,in,Summer,2.8,Premier League,2012,2012/2013,England
Aston Villa,Ashley Westwood,22.0,Defensive Midfield,Crewe Alexandra,€2.50m,in,Summer,2.5,Premier League,2012,2012/2013,England
Aston Villa,Jordan Bowery,21.0,Centre-Forward,Chesterfield FC,€630Th.,in,Summer,0.63,Premier League,2012,2012/2013,England
West Ham United,Matt Jarvis,26.0,Left Winger,Wolves,€9.50m,in,Summer,9.5,Premier League,2012,2012/2013,England
West Ham United,Modibo Maïga,24.0,Centre-Forward,FC Sochaux,€6.00m,in,Summer,6.0,Premier League,2012,2012/2013,England
West Ham United,James Collins,28.0,Centre-Back,Aston Villa,€3.20m,in,Summer,3.2,Premier League,2012,2012/2013,England
West Ham United,Alou Diarra,31.0,Defensive Midfield,Marseille,€2.50m,in,Summer,2.5,Premier League,2012,2012/2013,England
West Ham United,Andy Carroll,23.0,Centre-Forward,Liverpool,Loan fee:€1.25m,in,Summer,1.25,Premier League,2012,2012/2013,England
West Ham United,Stephen Henderson,24.0,Goalkeeper,Portsmouth,€745Th.,in,Summer,0.745,Premier League,2012,2012/2013,England
West Ham United,Raphael Spiegel,19.0,Goalkeeper,Grasshoppers,€400Th.,in,Summer,0.4,Premier League,2012,2012/2013,England
Sunderland AFC,Steven Fletcher,25.0,Centre-Forward,Wolves,€15.20m,in,Summer,15.2,Premier League,2012,2012/2013,England
Sunderland AFC,Adam Johnson,25.0,Right Winger,Man City,€12.60m,in,Summer,12.6,Premier League,2012,2012/2013,England
Manchester City,Javi García,25.0,Defensive Midfield,Benfica,€20.20m,in,Summer,20.2,Premier League,2012,2012/2013,England
Manchester City,Matija Nastasić,19.0,Centre-Back,Fiorentina,€15.20m,in,Summer,15.2,Premier League,2012,2012/2013,England
Manchester City,Jack Rodwell,21.0,Defensive Midfield,Everton,€15.00m,in,Summer,15.0,Premier League,2012,2012/2013,England
Manchester City,Scott Sinclair,23.0,Left Winger,Swansea,€7.80m,in,Summer,7.8,Premier League,2012,2012/2013,England
Manchester City,Maicon,31.0,Right-Back,Inter,€3.75m,in,Summer,3.75,Premier League,2012,2012/2013,England
Southampton FC,Gastón Ramírez,21.0,Attacking Midfield,Bologna,€15.20m,in,Summer,15.2,Premier League,2012,2012/2013,England
Southampton FC,Jay Rodríguez,22.0,Centre-Forward,Burnley,€8.65m,in,Summer,8.65,Premier League,2012,2012/2013,England
Southampton FC,Emmanuel Mayuka,21.0,Centre-Forward,BSC Young Boys,€4.00m,in,Summer,4.0,Premier League,2012,2012/2013,England
Southampton FC,Nathaniel Clyne,21.0,Right-Back,Crystal Palace,€3.20m,in,Summer,3.2,Premier League,2012,2012/2013,England
Southampton FC,Paulo Gazzaniga,20.0,Goalkeeper,Gillingham FC,€3.15m,in,Summer,3.15,Premier League,2012,2012/2013,England
Southampton FC,Maya Yoshida,24.0,Centre-Back,VVV-Venlo,€2.80m,in,Summer,2.8,Premier League,2012,2012/2013,England
Southampton FC,Steven Davis,27.0,Central Midfield,Rangers,€1.00m,in,Summer,1.0,Premier League,2012,2012/2013,England
Tottenham Hotspur,Mousa Dembélé,25.0,Central Midfield,Fulham,€19.00m,in,Summer,19.0,Premier League,2012,2012/2013,England
Tottenham Hotspur,Hugo Lloris,25.0,Goalkeeper,Olympique Lyon,€12.60m,in,Summer,12.6,Premier League,2012,2012/2013,England
Tottenham Hotspur,Jan Vertonghen,25.0,Centre-Back,Ajax,€12.50m,in,Summer,12.5,Premier League,2012,2012/2013,England
Tottenham Hotspur,Gylfi Sigurdsson,22.0,Attacking Midfield,TSG Hoffenheim,€10.00m,in,Summer,10.0,Premier League,2012,2012/2013,England
Tottenham Hotspur,Clint Dempsey,29.0,Second Striker,Fulham,€7.50m,in,Summer,7.5,Premier League,2012,2012/2013,England
Tottenham Hotspur,Emmanuel Adebayor,28.0,Centre-Forward,Man City,€6.40m,in,Summer,6.4,Premier League,2012,2012/2013,England
Liverpool FC,Joe Allen,22.0,Central Midfield,Swansea,€19.00m,in,Summer,19.0,Premier League,2012,2012/2013,England
Liverpool FC,Fabio Borini,21.0,Left Winger,AS Roma,€13.30m,in,Summer,13.3,Premier League,2012,2012/2013,England
Liverpool FC,Nuri Sahin,23.0,Defensive Midfield,Real Madrid,Loan fee:€5.00m,in,Summer,5.0,Premier League,2012,2012/2013,England
Liverpool FC,Oussama Assaidi,24.0,Left Winger,Heerenveen,€4.00m,in,Summer,4.0,Premier League,2012,2012/2013,England
Liverpool FC,Samed Yesil,18.0,Centre-Forward,Bay. Leverkusen,€1.30m,in,Summer,1.3,Premier League,2012,2012/2013,England
Everton FC,Kevin Mirallas,24.0,Right Winger,Olympiacos,€7.65m,in,Summer,7.65,Premier League,2012,2012/2013,England
Everton FC,Steven Pienaar,30.0,Left Winger,Spurs,€5.75m,in,Summer,5.75,Premier League,2012,2012/2013,England
Everton FC,Bryan Oviedo,22.0,Left-Back,FC Copenhagen,€4.50m,in,Summer,4.5,Premier League,2012,2012/2013,England
Everton FC,Matty Kennedy,17.0,Left Winger,Kilmarnock FC,€250Th.,in,Summer,0.25,Premier League,2012,2012/2013,England
Norwich City,Robert Snodgrass,24.0,Right Winger,Leeds,€3.20m,in,Summer,3.2,Premier League,2012,2012/2013,England
Norwich City,Sébastien Bassong,26.0,Centre-Back,Spurs,€3.00m,in,Summer,3.0,Premier League,2012,2012/2013,England
Norwich City,Michael Turner,28.0,Centre-Back,Sunderland,€1.90m,in,Summer,1.9,Premier League,2012,2012/2013,England
Norwich City,Alexander Tettey,26.0,Defensive Midfield,Stade Rennais,€1.50m,in,Summer,1.5,Premier League,2012,2012/2013,England
Norwich City,Mark Bunn,27.0,Goalkeeper,Blackburn,€1.25m,in,Summer,1.25,Premier League,2012,2012/2013,England
Stoke City,Charlie Adam,26.0,Central Midfield,Liverpool,€6.20m,in,Summer,6.2,Premier League,2012,2012/2013,England
Stoke City,Steven Nzonzi,23.0,Defensive Midfield,Blackburn,€4.40m,in,Summer,4.4,Premier League,2012,2012/2013,England
Stoke City,Michael Kightly,26.0,Left Winger,Wolves,€3.50m,in,Summer,3.5,Premier League,2012,2012/2013,England
Stoke City,Geoff Cameron,27.0,Defensive Midfield,Houston,€2.15m,in,Summer,2.15,Premier League,2012,2012/2013,England
Stoke City,Maurice Edu,26.0,Defensive Midfield,Rangers,€630Th.,in,Summer,0.63,Premier League,2012,2012/2013,England
Wigan Athletic,Iván Ramis,27.0,Centre-Back,RCD Mallorca,€6.00m,in,Summer,6.0,Premier League,2012,2012/2013,England
Wigan Athletic,Arouna Koné,28.0,Centre-Forward,Levante,€3.80m,in,Summer,3.8,Premier League,2012,2012/2013,England
Wigan Athletic,Fraser Fyvie,19.0,Central Midfield,Aberdeen FC,€635Th.,in,Summer,0.635,Premier League,2012,2012/2013,England
Queens Park Rangers,Esteban Granero,25.0,Central Midfield,Real Madrid,€8.00m,in,Summer,8.0,Premier League,2012,2012/2013,England
Queens Park Rangers,Stéphane Mbia,26.0,Defensive Midfield,Marseille,€6.00m,in,Summer,6.0,Premier League,2012,2012/2013,England
Queens Park Rangers,Samba Diakité,23.0,Defensive Midfield,AS Nancy,€4.00m,in,Summer,4.0,Premier League,2012,2012/2013,England
Queens Park Rangers,Junior Hoilett,22.0,Left Winger,Blackburn,€3.75m,in,Summer,3.75,Premier League,2012,2012/2013,England
Queens Park Rangers,Ji-sung Park,31.0,Attacking Midfield,Man Utd,€3.10m,in,Summer,3.1,Premier League,2012,2012/2013,England
Reading FC,Adrian Mariappa,25.0,Centre-Back,Watford,€3.80m,in,Summer,3.8,Premier League,2012,2012/2013,England
Reading FC,Chris Gunter,22.0,Right-Back,Nottm Forest,€3.00m,in,Summer,3.0,Premier League,2012,2012/2013,England
Chelsea FC,Demba Ba,27.0,Centre-Forward,Newcastle,€8.50m,in,Winter,8.5,Premier League,2012,2012/2013,England
Chelsea FC,Wallace Oliveira,18.0,Right-Back,Fluminense,€5.40m,in,Winter,5.4,Premier League,2012,2012/2013,England
Manchester United,Wilfried Zaha,20.0,Left Winger,Crystal Palace,€11.75m,in,Winter,11.75,Premier League,2012,2012/2013,England
Newcastle United,Mapou Yanga-Mbiwa,23.0,Centre-Back,Montpellier,€8.00m,in,Winter,8.0,Premier League,2012,2012/2013,England
Newcastle United,Mathieu Debuchy,27.0,Right-Back,LOSC Lille,€6.20m,in,Winter,6.2,Premier League,2012,2012/2013,England
Newcastle United,Massadio Haidara,20.0,Left-Back,AS Nancy,€2.50m,in,Winter,2.5,Premier League,2012,2012/2013,England
Newcastle United,Yoan Gouffran,26.0,Left Winger,G. Bordeaux,€2.00m,in,Winter,2.0,Premier League,2012,2012/2013,England
Newcastle United,Moussa Sissoko,23.0,Central Midfield,Toulouse,€2.00m,in,Winter,2.0,Premier League,2012,2012/2013,England
Newcastle United,Kevin Mbabu,17.0,Right-Back,Servette FC,€1.00m,in,Winter,1.0,Premier League,2012,2012/2013,England
Arsenal FC,Nacho Monreal,26.0,Left-Back,Málaga CF,€10.00m,in,Winter,10.0,Premier League,2012,2012/2013,England
Aston Villa,Yacouba Sylla,22.0,Defensive Midfield,Clermont Foot,€2.40m,in,Winter,2.4,Premier League,2012,2012/2013,England
West Ham United,Emanuel Pogatetz,30.0,Centre-Back,VfL Wolfsburg,Loan fee:€300Th.,in,Winter,0.3,Premier League,2012,2012/2013,England
Sunderland AFC,Danny Graham,27.0,Centre-Forward,Swansea,€5.80m,in,Winter,5.8,Premier League,2012,2012/2013,England
