club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country
Sunderland AFC,Alfred N'Diaye,22.0,Defensive Midfield,Bursaspor,€4.70m,in,Winter,4.7,Premier League,2012,2012/2013,England
Southampton FC,Vegard Forren,24.0,Centre-Back,Molde,€3.50m,in,Winter,3.5,Premier League,2012,2012/2013,England
Tottenham Hotspur,Zeki Fryers,20.0,Left-Back,Standard Liège,€3.50m,in,Winter,3.5,Premier League,2012,2012/2013,England
Tottenham Hotspur,Lewis Holtby,22.0,Central Midfield,FC Schalke 04,€1.75m,in,Winter,1.75,Premier League,2012,2012/2013,England
Liverpool FC,Daniel Sturridge,23.0,Centre-Forward,Chelsea,€15.00m,in,Winter,15.0,Premier League,2012,2012/2013,England
Liverpool FC,Philippe Coutinho,20.0,Left Winger,Inter,€13.00m,in,Winter,13.0,Premier League,2012,2012/2013,England
Everton FC,John Stones,18.0,Centre-Back,Barnsley FC,€3.50m,in,Winter,3.5,Premier League,2012,2012/2013,England
Norwich City,Luciano Becchio,29.0,Centre-Forward,Leeds,€230Th.,in,Winter,0.23,Premier League,2012,2012/2013,England
Stoke City,Jack Butland,19.0,Goalkeeper,Birmingham,€3.80m,in,Winter,3.8,Premier League,2012,2012/2013,England
Stoke City,Brek Shea,22.0,Left Midfield,Dallas,€3.00m,in,Winter,3.0,Premier League,2012,2012/2013,England
Wigan Athletic,Paul Scharner,32.0,Centre-Back,Hamburger SV,Loan fee:€100Th.,in,Winter,0.1,Premier League,2012,2012/2013,England
Queens Park Rangers,Christopher Samba,28.0,Centre-Back,Anzhi,€15.00m,in,Winter,15.0,Premier League,2012,2012/2013,England
Queens Park Rangers,Loïc Rémy,26.0,Centre-Forward,Marseille,€10.50m,in,Winter,10.5,Premier League,2012,2012/2013,England
Reading FC,Stephen Kelly,29.0,Right-Back,Fulham,€1.50m,in,Winter,1.5,Premier League,2012,2012/2013,England
Reading FC,Nick Blackman,23.0,Centre-Forward,Sheff Utd,€1.40m,in,Winter,1.4,Premier League,2012,2012/2013,England
Reading FC,Daniel Carriço,24.0,Centre-Back,Sporting CP,€750Th.,in,Winter,0.75,Premier League,2012,2012/2013,England
Reading FC,Hope Akpan,21.0,Central Midfield,Crawley Town,€370Th.,in,Winter,0.37,Premier League,2012,2012/2013,England
Manchester United,Marouane Fellaini,25.0,Central Midfield,Everton,€32.40m,in,Summer,32.4,Premier League,2013,2013/2014,England
Manchester City,Fernandinho,28.0,Defensive Midfield,Shakhtar D.,€40.00m,in,Summer,40.0,Premier League,2013,2013/2014,England
Manchester City,Stevan Jovetic,23.0,Centre-Forward,Fiorentina,€26.00m,in,Summer,26.0,Premier League,2013,2013/2014,England
Manchester City,Álvaro Negredo,27.0,Centre-Forward,Sevilla FC,€25.00m,in,Summer,25.0,Premier League,2013,2013/2014,England
Manchester City,Jesús Navas,27.0,Right-Back,Sevilla FC,€20.00m,in,Summer,20.0,Premier League,2013,2013/2014,England
Manchester City,Martín Demichelis,32.0,Centre-Back,Atlético Madrid,€4.50m,in,Summer,4.5,Premier League,2013,2013/2014,England
Chelsea FC,Willian,25.0,Left Winger,Anzhi,€35.50m,in,Summer,35.5,Premier League,2013,2013/2014,England
Chelsea FC,André Schürrle,22.0,Left Winger,Bay. Leverkusen,€22.00m,in,Summer,22.0,Premier League,2013,2013/2014,England
Chelsea FC,Marco van Ginkel,20.0,Central Midfield,Vitesse,€9.40m,in,Summer,9.4,Premier League,2013,2013/2014,England
Chelsea FC,Christian Atsu,21.0,Left Winger,FC Porto,€3.00m,in,Summer,3.0,Premier League,2013,2013/2014,England
Chelsea FC,Stipe Perica,18.0,Centre-Forward,NK Zadar,€2.45m,in,Summer,2.45,Premier League,2013,2013/2014,England
Chelsea FC,Cristian Cuevas,18.0,Left-Back,O'Higgins,€1.90m,in,Summer,1.9,Premier League,2013,2013/2014,England
Arsenal FC,Mesut Özil,24.0,Attacking Midfield,Real Madrid,€47.00m,in,Summer,47.0,Premier League,2013,2013/2014,England
Arsenal FC,Emiliano Viviano,27.0,Goalkeeper,US Palermo,Loan fee:€1.00m,in,Summer,1.0,Premier League,2013,2013/2014,England
Arsenal FC,Semi Ajayi,19.0,Centre-Back,Charlton,€500Th.,in,Summer,0.5,Premier League,2013,2013/2014,England
Tottenham Hotspur,Erik Lamela,21.0,Right Winger,AS Roma,€30.00m,in,Summer,30.0,Premier League,2013,2013/2014,England
Tottenham Hotspur,Roberto Soldado,28.0,Centre-Forward,Valencia,€30.00m,in,Summer,30.0,Premier League,2013,2013/2014,England
Tottenham Hotspur,Paulinho,24.0,Central Midfield,Corinthians,€19.75m,in,Summer,19.75,Premier League,2013,2013/2014,England
Tottenham Hotspur,Christian Eriksen,21.0,Attacking Midfield,Ajax,€14.15m,in,Summer,14.15,Premier League,2013,2013/2014,England
Tottenham Hotspur,Étienne Capoue,25.0,Defensive Midfield,Toulouse,€11.00m,in,Summer,11.0,Premier League,2013,2013/2014,England
Tottenham Hotspur,Vlad Chiriches,23.0,Centre-Back,Steaua Bucharest,€9.50m,in,Summer,9.5,Premier League,2013,2013/2014,England
Tottenham Hotspur,Nacer Chadli,23.0,Left Winger,Twente FC,€8.15m,in,Summer,8.15,Premier League,2013,2013/2014,England
Everton FC,James McCarthy,22.0,Central Midfield,Wigan,€15.30m,in,Summer,15.3,Premier League,2013,2013/2014,England
Everton FC,Arouna Koné,29.0,Centre-Forward,Wigan,€7.00m,in,Summer,7.0,Premier League,2013,2013/2014,England
Everton FC,Joel Robles,23.0,Goalkeeper,Atlético Madrid,€4.00m,in,Summer,4.0,Premier League,2013,2013/2014,England
Everton FC,Romelu Lukaku,20.0,Centre-Forward,Chelsea,Loan fee:€3.50m,in,Summer,3.5,Premier League,2013,2013/2014,England
Liverpool FC,Mamadou Sakho,23.0,Centre-Back,Paris SG,€19.00m,in,Summer,19.0,Premier League,2013,2013/2014,England
Liverpool FC,Iago Aspas,25.0,Centre-Forward,Celta de Vigo,€10.80m,in,Summer,10.8,Premier League,2013,2013/2014,England
Liverpool FC,Simon Mignolet,25.0,Goalkeeper,Sunderland,€10.60m,in,Summer,10.6,Premier League,2013,2013/2014,England
Liverpool FC,Luis Alberto,20.0,Central Midfield,Sevilla FC,€8.00m,in,Summer,8.0,Premier League,2013,2013/2014,England
Liverpool FC,Tiago Ilori,20.0,Centre-Back,Sporting CP,€7.50m,in,Summer,7.5,Premier League,2013,2013/2014,England
Liverpool FC,Victor Moses,22.0,Right Midfield,Chelsea,Loan fee:€1.20m,in,Summer,1.2,Premier League,2013,2013/2014,England
Liverpool FC,Aly Cissokho,25.0,Centre-Back,Valencia,Loan fee:€1.00m,in,Summer,1.0,Premier League,2013,2013/2014,England
West Bromwich Albion,Stéphane Sessègnon,29.0,Attacking Midfield,Sunderland,€7.00m,in,Summer,7.0,Premier League,2013,2013/2014,England
West Bromwich Albion,Victor Anichebe,25.0,Centre-Forward,Everton,€5.90m,in,Summer,5.9,Premier League,2013,2013/2014,England
West Bromwich Albion,Scott Sinclair,24.0,Left Winger,Man City,Loan fee:€2.30m,in,Summer,2.3,Premier League,2013,2013/2014,England
Swansea City,Wilfried Bony,24.0,Centre-Forward,Vitesse,€16.00m,in,Summer,16.0,Premier League,2013,2013/2014,England
Swansea City,Jonjo Shelvey,21.0,Central Midfield,Liverpool,€5.80m,in,Summer,5.8,Premier League,2013,2013/2014,England
Swansea City,Jordi Amat,21.0,Centre-Back,Espanyol,€2.90m,in,Summer,2.9,Premier League,2013,2013/2014,England
Swansea City,Álvaro Vázquez,22.0,Centre-Forward,Getafe,Loan fee:€1.20m,in,Summer,1.2,Premier League,2013,2013/2014,England
Swansea City,Alejandro Pozuelo,21.0,Attacking Midfield,Real Betis,€500Th.,in,Summer,0.5,Premier League,2013,2013/2014,England
West Ham United,Andy Carroll,24.0,Centre-Forward,Liverpool,€17.50m,in,Summer,17.5,Premier League,2013,2013/2014,England
West Ham United,Stewart Downing,29.0,Left Midfield,Liverpool,€5.80m,in,Summer,5.8,Premier League,2013,2013/2014,England
Norwich City,Ricky van Wolfswinkel,24.0,Centre-Forward,Sporting CP,€10.00m,in,Summer,10.0,Premier League,2013,2013/2014,England
Norwich City,Gary Hooper,25.0,Centre-Forward,Celtic,€6.30m,in,Summer,6.3,Premier League,2013,2013/2014,England
Norwich City,Leroy Fer,23.0,Defensive Midfield,Twente FC,€5.50m,in,Summer,5.5,Premier League,2013,2013/2014,England
Norwich City,Martin Olsson,25.0,Left-Back,Blackburn,€2.90m,in,Summer,2.9,Premier League,2013,2013/2014,England
Norwich City,Nathan Redmond,19.0,Left Winger,Birmingham,€2.30m,in,Summer,2.3,Premier League,2013,2013/2014,England
Norwich City,Javier Garrido,28.0,Left-Back,Lazio,€1.50m,in,Summer,1.5,Premier League,2013,2013/2014,England
Norwich City,Johan Elmander,32.0,Centre-Forward,Galatasaray,Loan fee:€700Th.,in,Summer,0.7,Premier League,2013,2013/2014,England
Fulham FC,Maarten Stekelenburg,30.0,Goalkeeper,AS Roma,€5.60m,in,Summer,5.6,Premier League,2013,2013/2014,England
Fulham FC,Scott Parker,32.0,Central Midfield,Spurs,€4.30m,in,Summer,4.3,Premier League,2013,2013/2014,England
Fulham FC,Darren Bent,29.0,Centre-Forward,Aston Villa,Loan fee:€2.40m,in,Summer,2.4,Premier League,2013,2013/2014,England
Fulham FC,Sascha Riether,30.0,Right-Back,1. FC Köln,€1.40m,in,Summer,1.4,Premier League,2013,2013/2014,England
Fulham FC,Elsad Zverotic,26.0,Defensive Midfield,BSC Young Boys,€400Th.,in,Summer,0.4,Premier League,2013,2013/2014,England
Stoke City,Erik Pieters,24.0,Left-Back,PSV Eindhoven,€3.60m,in,Summer,3.6,Premier League,2013,2013/2014,England
Stoke City,Marko Arnautovic,24.0,Centre-Forward,Werder Bremen,€2.80m,in,Summer,2.8,Premier League,2013,2013/2014,England
Stoke City,Stephen Ireland,27.0,Attacking Midfield,Aston Villa,Loan fee:€600Th.,in,Summer,0.6,Premier League,2013,2013/2014,England
Southampton FC,Daniel Osvaldo,27.0,Centre-Forward,AS Roma,€15.10m,in,Summer,15.1,Premier League,2013,2013/2014,England
Southampton FC,Victor Wanyama,22.0,Defensive Midfield,Celtic,€14.50m,in,Summer,14.5,Premier League,2013,2013/2014,England
Southampton FC,Dejan Lovren,23.0,Centre-Back,Olympique Lyon,€10.00m,in,Summer,10.0,Premier League,2013,2013/2014,England
Aston Villa,Libor Kozak,24.0,Centre-Forward,Lazio,€6.50m,in,Summer,6.5,Premier League,2013,2013/2014,England
Aston Villa,Jores Okore,20.0,Centre-Back,Nordsjaelland,€4.70m,in,Summer,4.7,Premier League,2013,2013/2014,England
Aston Villa,Aleksandar Tonev,23.0,Left Winger,Lech Poznan,€3.20m,in,Summer,3.2,Premier League,2013,2013/2014,England
Aston Villa,Antonio Luna,22.0,Left-Back,Sevilla FC,€2.00m,in,Summer,2.0,Premier League,2013,2013/2014,England
Aston Villa,Nicklas Helenius,22.0,Centre-Forward,Aalborg BK,€1.50m,in,Summer,1.5,Premier League,2013,2013/2014,England
Aston Villa,Leandro Bacuna,21.0,Central Midfield,FC Groningen,€1.40m,in,Summer,1.4,Premier League,2013,2013/2014,England
Aston Villa,Jed Steer,20.0,Goalkeeper,Norwich,€540Th.,in,Summer,0.54,Premier League,2013,2013/2014,England
Newcastle United,Loïc Rémy,26.0,Centre-Forward,QPR,Loan fee:€2.30m,in,Summer,2.3,Premier League,2013,2013/2014,England
Sunderland AFC,Jozy Altidore,23.0,Centre-Forward,AZ Alkmaar,€10.00m,in,Summer,10.0,Premier League,2013,2013/2014,England
Sunderland AFC,Emanuele Giaccherini,28.0,Left Midfield,Juventus,€7.50m,in,Summer,7.5,Premier League,2013,2013/2014,England
Sunderland AFC,Charalampos Mavrias,19.0,Right-Back,Panathinaikos,€3.00m,in,Summer,3.0,Premier League,2013,2013/2014,England
Sunderland AFC,Vito Mannone,25.0,Goalkeeper,Arsenal,€2.40m,in,Summer,2.4,Premier League,2013,2013/2014,England
Sunderland AFC,Fabio Borini,22.0,Left Winger,Liverpool,Loan fee:€1.80m,in,Summer,1.8,Premier League,2013,2013/2014,England
Sunderland AFC,David Moberg Karlsson,19.0,Right Winger,IFK Göteborg,€1.75m,in,Summer,1.75,Premier League,2013,2013/2014,England
Sunderland AFC,Ondrej Celustka,24.0,Centre-Back,Trabzonspor,Loan fee:€150Th.,in,Summer,0.15,Premier League,2013,2013/2014,England
Cardiff City,Gary Medel,26.0,Centre-Back,Sevilla FC,€13.00m,in,Summer,13.0,Premier League,2013,2013/2014,England
Cardiff City,Steven Caulker,21.0,Centre-Back,Spurs,€9.15m,in,Summer,9.15,Premier League,2013,2013/2014,England
Cardiff City,Andreas Cornelius,20.0,Centre-Forward,FC Copenhagen,€8.70m,in,Summer,8.7,Premier League,2013,2013/2014,England
Cardiff City,Peter Odemwingie,32.0,Right Winger,West Brom,€2.90m,in,Summer,2.9,Premier League,2013,2013/2014,England
Cardiff City,Kévin Théophile-Catherine,23.0,Centre-Back,Stade Rennais,€2.50m,in,Summer,2.5,Premier League,2013,2013/2014,England
Cardiff City,John Brayford,25.0,Right-Back,Derby,€1.74m,in,Summer,1.74,Premier League,2013,2013/2014,England
Cardiff City,Simon Moore,23.0,Goalkeeper,Brentford,€175Th.,in,Summer,0.175,Premier League,2013,2013/2014,England
Hull City,Tom Huddlestone,26.0,Defensive Midfield,Spurs,€5.80m,in,Summer,5.8,Premier League,2013,2013/2014,England
Hull City,Curtis Davies,28.0,Centre-Back,Birmingham,€2.65m,in,Summer,2.65,Premier League,2013,2013/2014,England
Hull City,Ahmed Elmohamady,25.0,Right-Back,Sunderland,€2.30m,in,Summer,2.3,Premier League,2013,2013/2014,England
Hull City,Yannick Sagbo,25.0,Centre-Forward,Évian,€1.80m,in,Summer,1.8,Premier League,2013,2013/2014,England
Hull City,Allan McGregor,31.0,Goalkeeper,Besiktas,€1.75m,in,Summer,1.75,Premier League,2013,2013/2014,England
Hull City,Jake Livermore,23.0,Defensive Midfield,Spurs,Loan fee:€300Th.,in,Summer,0.3,Premier League,2013,2013/2014,England
Hull City,Gedo,28.0,Second Striker,El Ahly,Loan fee:€200Th.,in,Summer,0.2,Premier League,2013,2013/2014,England
Crystal Palace,Dwight Gayle,23.0,Centre-Forward,Peterborough,€5.30m,in,Summer,5.3,Premier League,2013,2013/2014,England
Crystal Palace,Adlène Guédioura,27.0,Central Midfield,Nottm Forest,€3.50m,in,Summer,3.5,Premier League,2013,2013/2014,England
Crystal Palace,Adrian Mariappa,26.0,Centre-Back,Reading,€3.50m,in,Summer,3.5,Premier League,2013,2013/2014,England
Crystal Palace,Jack Hunt,22.0,Right-Back,Huddersfield,€2.35m,in,Summer,2.35,Premier League,2013,2013/2014,England
Crystal Palace,Barry Bannan,23.0,Central Midfield,Aston Villa,€2.10m,in,Summer,2.1,Premier League,2013,2013/2014,England
Crystal Palace,José Campaña,20.0,Central Midfield,Sevilla FC,€2.00m,in,Summer,2.0,Premier League,2013,2013/2014,England
Crystal Palace,Marouane Chamakh,29.0,Centre-Forward,Arsenal,€1.20m,in,Summer,1.2,Premier League,2013,2013/2014,England
Crystal Palace,Stephen Dobbie,30.0,Centre-Forward,Brighton,€990Th.,in,Summer,0.99,Premier League,2013,2013/2014,England
Crystal Palace,Jimmy Kébé,29.0,Right Winger,Reading,€880Th.,in,Summer,0.88,Premier League,2013,2013/2014,England
Manchester United,Juan Mata,25.0,Attacking Midfield,Chelsea,€44.73m,in,Winter,44.73,Premier League,2013,2013/2014,England
Chelsea FC,Nemanja Matić,25.0,Defensive Midfield,Benfica,€25.00m,in,Winter,25.0,Premier League,2013,2013/2014,England
Chelsea FC,Mohamed Salah,21.0,Right Winger,FC Basel,€16.50m,in,Winter,16.5,Premier League,2013,2013/2014,England
Chelsea FC,Kurt Zouma,19.0,Centre-Back,Saint-Étienne,€14.60m,in,Winter,14.6,Premier League,2013,2013/2014,England
Arsenal FC,Kim Källström,31.0,Central Midfield,Spartak Moscow,Loan fee:€750Th.,in,Winter,0.75,Premier League,2013,2013/2014,England
Everton FC,Aiden McGeady,27.0,Left Winger,Spartak Moscow,€2.00m,in,Winter,2.0,Premier League,2013,2013/2014,England
West Bromwich Albion,Thievy Bifouma,21.0,Right Winger,Espanyol,Loan fee:€500Th.,in,Winter,0.5,Premier League,2013,2013/2014,England
Swansea City,Adam King,18.0,Central Midfield,Heart of Midl.,€212Th.,in,Winter,0.212,Premier League,2013,2013/2014,England
West Ham United,Marco Borriello,31.0,Centre-Forward,AS Roma,Loan fee:€700Th.,in,Winter,0.7,Premier League,2013,2013/2014,England
Norwich City,Joseph Yobo,33.0,Centre-Back,Fenerbahce,Loan fee:€850Th.,in,Winter,0.85,Premier League,2013,2013/2014,England
Fulham FC,Konstantinos Mitroglou,25.0,Centre-Forward,Olympiacos,€15.20m,in,Winter,15.2,Premier League,2013,2013/2014,England
Newcastle United,Luuk de Jong,23.0,Centre-Forward,Bor. M'gladbach,Loan fee:€1.50m,in,Winter,1.5,Premier League,2013,2013/2014,England
Sunderland AFC,Liam Bridcutt,24.0,Defensive Midfield,Brighton,€3.66m,in,Winter,3.66,Premier League,2013,2013/2014,England
Sunderland AFC,Ignacio Scocco,28.0,Centre-Forward,Internacional,€3.65m,in,Winter,3.65,Premier League,2013,2013/2014,England
Cardiff City,Mats Möller Daehli,18.0,Attacking Midfield,Molde,€3.00m,in,Winter,3.0,Premier League,2013,2013/2014,England
Cardiff City,Magnus Wolff Eikrem,23.0,Attacking Midfield,Heerenveen,€2.50m,in,Winter,2.5,Premier League,2013,2013/2014,England
Cardiff City,Wilfried Zaha,21.0,Left Winger,Man Utd,Loan fee:€1.80m,in,Winter,1.8,Premier League,2013,2013/2014,England
Cardiff City,Juan Cala,24.0,Centre-Back,Sevilla FC,€350Th.,in,Winter,0.35,Premier League,2013,2013/2014,England
Hull City,Shane Long,26.0,Centre-Forward,West Brom,€8.50m,in,Winter,8.5,Premier League,2013,2013/2014,England
Hull City,Nikica Jelavic,28.0,Centre-Forward,Everton,€7.80m,in,Winter,7.8,Premier League,2013,2013/2014,England
Crystal Palace,Wayne Hennessey,27.0,Goalkeeper,Wolves,€3.65m,in,Winter,3.65,Premier League,2013,2013/2014,England
Crystal Palace,Joe Ledley,27.0,Central Midfield,Celtic,€3.50m,in,Winter,3.5,Premier League,2013,2013/2014,England
Crystal Palace,Jason Puncheon,27.0,Central Midfield,Southampton,€2.20m,in,Winter,2.2,Premier League,2013,2013/2014,England
Crystal Palace,Scott Dann,26.0,Centre-Back,Blackburn,€1.83m,in,Winter,1.83,Premier League,2013,2013/2014,England
Arsenal FC,Alexis Sánchez,25.0,Centre-Forward,Barcelona,€42.50m,in,Summer,42.5,Premier League,2014,2014/2015,England
Arsenal FC,Calum Chambers,19.0,Centre-Back,Southampton,€20.23m,in,Summer,20.23,Premier League,2014,2014/2015,England
Arsenal FC,Danny Welbeck,23.0,Centre-Forward,Man Utd,€20.00m,in,Summer,20.0,Premier League,2014,2014/2015,England
Arsenal FC,Mathieu Debuchy,28.0,Right-Back,Newcastle,€15.00m,in,Summer,15.0,Premier League,2014,2014/2015,England
Arsenal FC,David Ospina,25.0,Goalkeeper,OGC Nice,€4.00m,in,Summer,4.0,Premier League,2014,2014/2015,England
Aston Villa,Carlos Sánchez,28.0,Defensive Midfield,Elche CF,€6.00m,in,Summer,6.0,Premier League,2014,2014/2015,England
Aston Villa,Aly Cissokho,26.0,Centre-Back,Valencia,€2.50m,in,Summer,2.5,Premier League,2014,2014/2015,England
Aston Villa,Kieran Richardson,29.0,Left-Back,Fulham,€750Th.,in,Summer,0.75,Premier League,2014,2014/2015,England
Burnley FC,George Boyd,28.0,Left Winger,Hull City,€3.80m,in,Summer,3.8,Premier League,2014,2014/2015,England
Burnley FC,Lukas Jutkiewicz,25.0,Centre-Forward,Middlesbrough,€3.10m,in,Summer,3.1,Premier League,2014,2014/2015,England
Burnley FC,Michael Kightly,28.0,Left Winger,Stoke City,€1.90m,in,Summer,1.9,Premier League,2014,2014/2015,England
Burnley FC,Stephen Ward,28.0,Left-Back,Wolves,€630Th.,in,Summer,0.63,Premier League,2014,2014/2015,England
Burnley FC,Marvin Sordell,23.0,Centre-Forward,Bolton,€630Th.,in,Summer,0.63,Premier League,2014,2014/2015,England
Chelsea FC,Diego Costa,25.0,Centre-Forward,Atlético Madrid,€38.00m,in,Summer,38.0,Premier League,2014,2014/2015,England
Chelsea FC,Cesc Fàbregas,27.0,Central Midfield,Barcelona,€33.00m,in,Summer,33.0,Premier League,2014,2014/2015,England
Chelsea FC,Filipe Luís,28.0,Left-Back,Atlético Madrid,€20.00m,in,Summer,20.0,Premier League,2014,2014/2015,England
Chelsea FC,Loïc Rémy,27.0,Centre-Forward,QPR,€13.20m,in,Summer,13.2,Premier League,2014,2014/2015,England
Chelsea FC,Mario Pasalic,19.0,Attacking Midfield,Hajduk Split,€2.50m,in,Summer,2.5,Premier League,2014,2014/2015,England
Crystal Palace,James McArthur,26.0,Central Midfield,Wigan,€8.80m,in,Summer,8.8,Premier League,2014,2014/2015,England
Crystal Palace,Zeki Fryers,21.0,Left-Back,Spurs,€3.80m,in,Summer,3.8,Premier League,2014,2014/2015,England
Crystal Palace,Martin Kelly,24.0,Right-Back,Liverpool,€2.00m,in,Summer,2.0,Premier League,2014,2014/2015,England
Crystal Palace,Fraizer Campbell,26.0,Centre-Forward,Cardiff,€1.14m,in,Summer,1.14,Premier League,2014,2014/2015,England
Everton FC,Romelu Lukaku,21.0,Centre-Forward,Chelsea,€35.36m,in,Summer,35.36,Premier League,2014,2014/2015,England
Everton FC,Muhamed Besic,21.0,Defensive Midfield,Ferencváros,€4.80m,in,Summer,4.8,Premier League,2014,2014/2015,England
Hull City,Abel Hernández,24.0,Centre-Forward,US Palermo,€12.00m,in,Summer,12.0,Premier League,2014,2014/2015,England
Hull City,Robert Snodgrass,26.0,Right Winger,Norwich,€7.50m,in,Summer,7.5,Premier League,2014,2014/2015,England
